web-scraper-order,web-scraper-start-url,titulo,precio,habts,ban,mets
1620529582-19552,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-51.html,Casa en Venta Juriquilla Valle Queretaro,"MN 3,400,000",2 rec.,"2
					
						baños",160 m²
1620529306-18890,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-2.html,"El Campanario, Jardín Colindante con Lago","MN 26,000,000",4 rec.,"4
					
						baños",1250 m²
1620529128-18489,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-6.html,Casa Amplia en Venta en El Refugio,"MN 3,600,000",3 rec.,"3
					
						baños",246 m²
1620527949-15489,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-24.html,Venta Casa en Cumbres del Lago de 3 Recamaras y 275 M²!,"MN 4,300,000",3 rec.,"3
					
						baños",271 m²
1620528388-16567,https://www.inmuebles24.com/casas-en-venta-en-los-candiles-pagina-1.html,"Para Casa o Negocio, Misión San Carlos, Av Principal, 3 Recs, 2.5 Baños, Cochera","MN 1,550,000",3 rec.,"2
					
						baños",90 m²
1620528388-16572,https://www.inmuebles24.com/casas-en-venta-en-los-candiles-pagina-1.html,Casa en Venta en Los Candiles,"MN 1,215,590",3 rec.,"2
					
						baños",190 m²
1620527741-15013,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-44.html,"Casa en Venta en Querétaro Para Parejas Solas, Cumbres del Lago con Jacuzzi.","MN 4,450,000",2 rec.,"2
					
						baños",297 m²
1620528513-16907,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-19.html,"Casa en Venta, Milenio III","MN 4,980,000",3 rec.,"3
					
						baños",245 m²
1620528415-16635,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-11.html,Casa,"MN 3,100,000",4 rec.,"2
					
						baños",200 m²
1620529175-18601,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-1.html,Estrena Espectacular Casa en El Residencial El Refugio,"MN 4,900,000",3 rec.,"3
					
						baños",260 m²
1620528175-16109,https://www.inmuebles24.com/casas-en-venta-en-centro-sur-pagina-3.html,"En Venta Residencia en Centro Sur, Luxury, 3 Recámaras, Estudio, Jardín, Alberca","MN 5,500,000",3 rec.,"4
					
						baños",200 m²
1620528974-18086,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-23.html,"Hermosa Casa en El Refugio de Autor, Acabados Premium! 3 R","MN 3,190,000",3 rec.,"2
					
						baños",133 m²
1620529443-19150,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-67.html,Casa de 4 Hab. (1 en P. B.) + Roof en Cumbres del Lago,"MN 8,650,000",4 rec.,"4
					
						baños",270 m²
1620529226-18727,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-9.html,"Preciosa Residencia de Autor en El Campanario, Única E Indescriptible, Luxury.","MN 13,800,000",4 rec.,"4
					
						baños",814 m²
1620528454-16723,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-7.html,"Hermosas Casas en El Pueblito Centro, Roof Garden, Alberca, 3 Recámaras, Premium","MN 2,080,000",3 rec.,"2
					
						baños",101 m²
1620529057-18292,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-14.html,"El Refugio, 3 Recamaras, 3.5 Baños, Jardín, Alberca, de Lujo, 148 m²","MN 2,174,000",3 rec.,"3
					
						baños",2175000 m²
1620528445-16705,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-8.html,"El Pueblito Centro, Privada con Alberca, Una Planta, 2 Recámaras, T.140 m², Lujo","MN 2,128,000",3 rec.,"2
					
						baños",140 m²
1620528194-16147,https://www.inmuebles24.com/casas-en-venta-en-centro-sur-pagina-1.html,"Casa Residencial Estilo Californiano en Centro Sur, Querétar","MN 10,500,000",3 rec.,"3
					
						baños",700 m²
1620529834-20224,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-23.html,Casa en Venta en Juriquilla Querétaro,"MN 2,635,000",3 rec.,"3
					
						baños",160 m²
1620529289-18850,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-4.html,Casa - Fraccionamiento El Campanario,"USD 990,000",3 rec.,"3
					
						baños",1277 m²
1620529826-20192,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-24.html,Casa en Venta Vidal Juriquilla San Isidro Queretaro,"MN 2,040,500",3 rec.,"3
					
						baños",112 m²
1620527751-15038,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-43.html,Juriquilla Cumbres del Lago Casa en Venta,"MN 6,300,000",3 rec.,"3
					
						baños",280 m²
1620529163-18570,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-2.html,"El Refugio, con Acabados de Lujo","MN 3,190,000",3 rec.,"2
					
						baños",133 m²
1620529102-18399,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-9.html,"Preciosa Residencia en El Refugio, 4 Recámaras, Una en Pb, 3","MN 2,990,000",4 rec.,"3
					
						baños",164 m²
1620530011-20721,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-2.html,Casa en Venta en Querétaro,"MN 12,000,000",4 rec.,"4
					
						baños",400 m²
1620529843-20243,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-22.html,"Juriquilla, Comodidad a Tu Alcance","MN 8,700,000",4 rec.,"4
					
						baños",667 m²
1620527939-15458,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-25.html,"Estupenda Casa en Altos Juriquilla, Super Completa y de Opor","MN 3,700,000",3 rec.,"3
					
						baños",180 m²
1620529591-19562,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-50.html,"Preciosa Residencia en Grand Juriquilla, 3 Recamaras, 3.5 Baños, Jardín, Sala Tv","MN 2,850,000",3 rec.,"3
					
						baños",189 m²
1620529893-20380,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-16.html,Casa de 3 Hab. en Cumbres del Lago,"MN 6,300,000",3 rec.,"2
					
						baños",280 m²
1620528134-15988,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-3.html,"Preciosa Casa en Altos Juriquilla, Roof Garden, 3 Recamaras","MN 3,320,000",3 rec.,"2
					
						baños",152 m²
1620529566-19497,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-53.html,Casa en Venta en Cumbres de Juriquilla,"MN 3,500,000",3 rec.,"2
					
						baños",220 m²
1620529694-19826,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-39.html,"Vendo Casa Nueva en Juriquilla, de 4 Recámaras y Una Recámara en Planta Baja, Querétaro.","MN 2,888,125",4 rec.,"3
					
						baños",146 m²
1620528843-17741,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-37.html,"Se Vende Hermosa Casa en El Refugio, Estudio, Jardín, 3 Recamaras, Equipada","MN 4,390,000",3 rec.,"3
					
						baños",260 m²
1620530011-20713,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-2.html,"3 Recámaras, 3 Baños, Roofgarden con Jacuzzi, Alberca, Juego","MN 3,259,000",3 rec.,"3
					
						baños",143 m²
1620529163-18576,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-2.html,"Casa en Venta El Refugio, Querétaro","MN 3,800,000",3 rec.,"4
					
						baños",188 m²
1620528748-17493,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-47.html,Casa en Venta en Residencial El Refugio,"MN 2,775,000",3 rec.,"4
					
						baños",156 m²
1620528022-15680,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-16.html,"Estrena Residencia en La Condesa Juriquilla, Estudio o 4ta Recámara en P. B","MN 3,300,000",4 rec.,"3
					
						baños",278 m²
1620529128-18483,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-6.html,"El Refugio, Roof Garden, 3 Recámaras, 5 Baños, Cto Serv, Estudio, Premium","MN 3,250,000",3 rec.,"4
					
						baños",217 m²
1620528890-17851,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-32.html,"Preciosa Residencia en El Refugio de Autor, 4 Recamaras con","MN 5,250,000",4 rec.,"4
					
						baños",260 m²
1620529349-18988,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-4.html,El Mirador Casa de 3 Recamaras y 195 M²!,"MN 3,800,000",3 rec.,"3
					
						baños",144 m²
1620529627-19672,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-46.html,En Venta Lomas de Juriquilla,"MN 3,990,000",3 rec.,"5
					
						baños",250 m²
1620529236-18757,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-8.html,Lujosa Casa en El Campanario Lista Para Estrenar Rahqro,"MN 19,990,000",3 rec.,"4
					
						baños",700 m²
1620529057-18295,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-14.html,"Preciosa Casa en El Refugio, 3 Recámaras, Vestidor, 2.5 Baño","MN 2,090,000",3 rec.,"2
					
						baños",105 m²
1620529843-20239,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-22.html,"Casa en Venta, San Fco. Juriquilla Qro. Calle Abierta","MN 7,950,000",4 rec.,"4
					
						baños",550 m²
1620529120-18468,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-7.html,"Hermosa Residencia de 3 Niveles, en El Refugio, Jardín, Estu","MN 4,200,000",4 rec.,"4
					
						baños",259 m²
1620528873-17816,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-34.html,Hermosa Casa en Venta a Pie de Calle en El Refugio,"MN 4,870,000",3 rec.,"5
					
						baños",278 m²
1620527786-15143,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-39.html,"Hermosa Casa con Alberca en La Condesa Juriquilla, 4 Recámaras, Terraza, Lujo","MN 4,200,000",4 rec.,"4
					
						baños",250 m²
1620528794-17624,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-42.html,"Preciosa Casa en El Refugio, 3 Recamaras, 3 Autos, Sala Tv, Equipada, Ganala!","MN 2,300,000",3 rec.,"2
					
						baños",130 m²
1620528445-16712,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-8.html,"Preciosa Casa en Punta Esmeralda, 3 Recamaras, 2.5 Baños, Es","MN 2,350,000",3 rec.,"2
					
						baños",135 m²
1620529600-19605,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-49.html,"Preciosa Casa en Grand Juriquilla, Jacuzzi, 3 Recamaras, Ter","MN 2,600,000",3 rec.,"3
					
						baños",195 m²
1620529184-18615,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-13.html,Casa en Venta en El Campanario,"MN 30,000,000",4 rec.,"5
					
						baños",1250 m²
1620529499-19308,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-61.html,Casa en Altos de Juriquilla de 161 m² Para Marzo 2021! Rahqro,"MN 2,600,000",3 rec.,"2
					
						baños",128 m²
1620529144-18519,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-4.html,"Preciosa Casa en El Refugio, 3 Recamaras, 3 Baños Completos, Estudio","MN 2,398,000",3 rec.,"3
					
						baños",128 m²
1620528210-16193,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-16.html,Residencia en Venta en Jurica con Alberca y Fresco Jardin Queretaro,"MN 11,350,000",5 rec.,"5
					
						baños",920 m²
1620529952-20556,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-9.html,Casa en Juriquilla San Isidro Excelente Precio,"MN 2,041,000",3 rec.,"2
					
						baños",129 m²
1620528937-17986,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-27.html,"Preciosa Casa en El Refugio, 3 Recámaras, Estudio, 3 Baños, Sala Tv, Lujo","MN 2,090,000",3 rec.,"2
					
						baños",132 m²
1620528890-17862,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-32.html,Venta Casa en El Refugio 3 Recamaras 4 Baños,"MN 3,399,000",3 rec.,"3
					
						baños",180 m²
1620528298-16374,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-8.html,Casa Estilo Mexicano Contemporáneo en Una de Las Zonas Más Tradicionales y Exclusivas de Querétaro!,"MN 10,990,000",4 rec.,"4
					
						baños",1000 m²
1620529315-18919,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-1.html,Casa Inteligente en Venta El Campanario con Sala de Cine/alberca/sótano/gym,"MN 20,500,000",4 rec.,"5
					
						baños",600 m²
1620529066-18304,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-13.html,Preventa Casa en La Vista 3 Recamaras 4 Baños,"MN 3,569,000",3 rec.,"3
					
						baños",145 m²
1620529893-20391,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-16.html,"Casa en Venta en Condesa Juriquilla, Querétaro.","MN 4,690,000",3 rec.,"4
					
						baños",208 m²
1620527913-15400,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-28.html,"Preciosa Residencia en Cumbres del Lago, Roof Garden, Dobles Alturas, Cto Serv","MN 4,950,000",3 rec.,"4
					
						baños",300 m²
1620529424-19142,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-68.html,"La Rica Juriquilla, en Exclusiva Privada con Alberca","MN 17,000,000",3 rec.,"3
					
						baños",737 m²
1620528539-16960,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-16.html,"Linda Casa en Milenio III, 3 Recamaras, 2.5 Baños, Cuarto de","MN 3,400,000",3 rec.,"2
					
						baños",133 m²
1620528574-17078,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-12.html,"Preciosa Casa en Milenio III, Seguridad 24.7, Alberca 4ta Re","MN 3,350,000",4 rec.,"3
					
						baños",131 m²
1620528626-17187,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-7.html,"Se Vende Preciosa Casa en Milenio, Gran Jardín, Terraza, 4 Recamaras, 3.5 Baños","MN 3,000,000",4 rec.,"3
					
						baños",187 m²
1620528873-17804,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-34.html,"Bonita Casa en El Refugio, 3 Recámaras, Una en Pb, 3.5 Baños, Jardín, Lujo!","MN 2,350,000",3 rec.,"3
					
						baños",133 m²
1620527985-15593,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-20.html,Casa Venta Juriquilla Cumbres del Lago,"MN 9,400,000",7 rec.,"7
					
						baños",315 m²
1620529411-19125,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-69.html,"Casa en Venta 3 Rec c/u con Baño en Privada Lomas de Juriquilla, Queretaro $5,700,000","MN 5,300,000",4 rec.,"4
					
						baños",254 m²
1620528566-17039,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-13.html,Casa en Venta Milenio 3 Habitaciones,"MN 2,750,007",3 rec.,"2
					
						baños",166 m²
1620529776-20058,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-30.html,Juriquilla Espectacular Casa en Venta de 3 Recamaras y 686 M²!,"MN 19,500,000",3 rec.,"4
					
						baños",1117 m²
1620529066-18317,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-13.html,Venta Casa El Refugio,"MN 2,400,000",3 rec.,"4
					
						baños",130 m²
1620527730-14991,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-45.html,Casa en Venta en Cumbres del Lago,"MN 4,750,000",4 rec.,"4
					
						baños",280 m²
1620528668-17298,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-2.html,Casa Amplia en Venta en Milenio,"MN 2,750,001",3 rec.,"2
					
						baños",166 m²
1620529893-20392,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-16.html,"Casa en Venta en Grand Juriquilla, Querétaro.","MN 2,850,000",3 rec.,"2
					
						baños",160 m²
1620528415-16625,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-11.html,"Bonita Casa de Una Planta en Hacienda San Gabriel, 3 Recamaras, Seguridad, 160 m²","MN 1,835,000",3 rec.,"2
					
						baños",160 m²
1620528073-15826,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-10.html,Venta Casa Cumbres de Juriquilla,"MN 3,200,000",3 rec.,"3
					
						baños",207 m²
1620529674-19795,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-41.html,En Venta Amplia y Moderna Casa de 5 Recamaras Mas Servicio con 405 m² Jpc,"MN 6,900,000",6 rec.,"7
					
						baños",630 m²
1620528521-16917,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-18.html,¡Vive Como Si Estuvieras de Vacaciones Todos Los Días! - con Roof Garden y Alberca,"MN 3,490,000",4 rec.,"3
					
						baños",132 m²
1620529175-18606,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-1.html,Casa en Fraccionamiento en Residencial El Refugio / Querétaro - Fbr - 59 - Fr,"MN 2,300,000",2 rec.,"3
					
						baños",138 m²
1620528550-16992,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-15.html,"Milenio III, Exclusiva Privada con Alberca","MN 3,600,000",3 rec.,"2
					
						baños",130 m²
1620529801-20118,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-27.html,Casa en Venta San Isidro Juriquilla Querétaro con Amenidades Modelo Sangiovese,"MN 2,193,000",3 rec.,"2
					
						baños",129 m²
1620528946-18012,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-26.html,Casa en Venta en El Refugio # 20 - 306 Jl,"MN 2,350,000",3 rec.,"3
					
						baños",127 m²
1620529851-20258,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-21.html,"Residencia de Autor en Grand Juriquilla, Jardín, 3 Recamaras","MN 3,150,000",3 rec.,"3
					
						baños",195 m²
1620529516-19358,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-59.html,"Preciosa Casa en Juriquilla, San Isidro, 3 Recamaras, 2.5 Baños, Jardín, Terraza","MN 1,587,000",3 rec.,"2
					
						baños",118 m²
1620529196-18639,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-12.html,Venta Casa con Jardín y Terraza en El Campanario Querétaro Cas_1853 Cm/nr,"MN 20,850,000",4 rec.,"4
					
						baños",747 m²
1620527760-15065,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-42.html,Casa en Venta en Cumbres del Lago,"MN 5,200,000",3 rec.,"4
					
						baños",278 m²
1620529826-20194,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-24.html,"Hermosa Casa en San Isidro Juriquilla, 3 Recamaras, Jardín","MN 1,850,000",3 rec.,"2
					
						baños",128 m²
1620529102-18406,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-9.html,"Estrena en El Refugio, 3 Niveles, Roof Garden, Jardín, 3 Rec","MN 3,250,000",3 rec.,"3
					
						baños",128 m²
1620528882-17845,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-33.html,"Preciosa! El Refugio, 3 Recámaras, 2.5 Baños, Jardín, 2 Autos, Equipada!","MN 1,800,000",3 rec.,"2
					
						baños",128 m²
1620528918-17933,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-29.html,Casa en Venta El Refugio 4 Habitaciones Jrh,"MN 2,700,000",4 rec.,"3
					
						baños",110 m²
1620530020-20740,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-1.html,Casa en Venta en Juriquilla Biogrand,"MN 3,450,000",3 rec.,"2
					
						baños",176 m²
1620529644-19713,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-44.html,"En Juriquilla San Isidro, 3 Recamaras, Jardín, Equipada, 2.5 Baños, Sala Tv.","MN 1,730,000",3 rec.,"2
					
						baños",114 m²
1620529994-20677,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-4.html,"Lujosa Casa de 1 Piso con Alberca en Villas del Mesón, Juriquilla","MN 15,100,000",3 rec.,"2
					
						baños",1000 m²
1620529901-20403,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-15.html,Casa en Venta Preserve Juriquilla Queretaro Rcv - Pd,"MN 2,900,000",2 rec.,"3
					
						baños",163 m²
1620529694-19833,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-39.html,Casa en Venta en Juriquilla Hacienda San Pedro,"MN 9,250,007",3 rec.,"5
					
						baños",900 m²
1620529453-19177,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-66.html,"Gran Casa en Cumbres del Lago, en Calle Cerrada","MN 5,300,000",4 rec.,"4
					
						baños",270 m²
1620529154-18558,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-3.html,"El Refugio, a Unos Pasos del Parque, 3 Recámaras, 2.5 Baños, Semi Nueva Ganela","MN 2,050,000",3 rec.,"2
					
						baños",169 m²
1620529120-18447,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-7.html,"Preciosas Casas en Torre de Piedra, El Refugio, Varios Model","MN 2,415,000",3 rec.,"2
					
						baños",128 m²
1620529591-19577,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-50.html,Casa en Venta de 3 Hab. en Valle de Jurquilla,"MN 6,500,000",3 rec.,"3
					
						baños",367 m²
1620528436-16673,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-9.html,"Hermosas Casas en El Pueblito Centro, Roof Garden, Alberca, 3 Recámaras, Premium","MN 2,080,000",3 rec.,"2
					
						baños",101 m²
1620527709-14941,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-47.html,Casa Segura y Confortable,"MN 4,950,000",3 rec.,"3
					
						baños",275 m²
1620529205-18667,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-11.html,Casa - Fraccionamiento El Campanario,"MN 45,000,000",4 rec.,"4
					
						baños",1250 m²
1620528918-17932,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-29.html,Casa en Venta en El Refugio Queretaro,"MN 3,400,000",2 rec.,"2
					
						baños",261 m²
1620528521-16929,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-18.html,Casa en Venta Milenio III Lucepolis Queretaro,"MN 3,350,000",4 rec.,"3
					
						baños",132 m²
1620528406-16602,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-12.html,"Se Vende Preciosa Casa en Puerta de Piedra, 3 Recamaras, Alb","MN 2,190,000",3 rec.,"2
					
						baños",120 m²
1620529499-19316,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-61.html,"Hermosa Casa en San Isidro Juriquilla, 3 Recamaras, Jardín, 2.5 Baños, Linda","MN 1,850,000",3 rec.,"2
					
						baños",128 m²
1620529306-18887,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-2.html,Casa - Fraccionamiento El Campanario,"MN 26,000,000",4 rec.,"4
					
						baños",1250 m²
1620528946-18010,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-26.html,"Preciosa! El Refugio, 3 Recámaras, 2.5 Baños, Jardín, 2 Autos, Equipada!","MN 1,800,000",3 rec.,"2
					
						baños",128 m²
1620527968-15537,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-22.html,Venta de Casa Juriquilla,"MN 4,300,000",3 rec.,"4
					
						baños",242 m²
1620529216-18701,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-10.html,Propiedad Exclusiva en Venta El Campanario,"MN 17,400,000",3 rec.,"4
					
						baños",622 m²
1620527939-15457,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-25.html,"Hermosa Residencia en Cumbres del Lago, Sótano, Jardín, Cto Serv, 3 Recámaras.","MN 7,500,000",3 rec.,"4
					
						baños",315 m²
1620528194-16151,https://www.inmuebles24.com/casas-en-venta-en-centro-sur-pagina-1.html,Venta Casa Nueva Cumbres del Cimatario,"MN 6,150,000",5 rec.,"6
					
						baños",300 m²
1620529843-20253,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-22.html,"Juriquilla San Isidro, 3 Recamaras, Salatv, Pasillo de Servicio, Jardín, Terraza","MN 2,146,000",3 rec.,"2
					
						baños",129 m²
1620528194-16153,https://www.inmuebles24.com/casas-en-venta-en-centro-sur-pagina-1.html,Casas Venta Queretaro Centro Sur $3,"MN 3,790,000",3 rec.,"3
					
						baños",260 m²
1620528470-16775,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-5.html,"El Pueblito Centro, Privada con Alberca, Una Planta, 2 Recámaras, T.140 m², Lujo","MN 1,899,000",2 rec.,"2
					
						baños",140 m²
1620529627-19655,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-46.html,"Vive en Hermosa Casa Col. Juriquilla, Queretaro","MN 5,345,000",4 rec.,"3
					
						baños",365 m²
1620528210-16175,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-16.html,"Jurica, Residencia en Venta en Privada con Vigilancia.","MN 13,000,000",3 rec.,"4
					
						baños",510 m²
1620528918-17936,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-29.html,"Casa en Venta en El Refugio, Querétaro","MN 3,264,879",3 rec.,"3
					
						baños",127 m²
1620530011-20733,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-2.html,Venta Casa en Juriquilla,"MN 7,950,000",4 rec.,"4
					
						baños",537 m²
1620528426-16657,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-10.html,"El Pueblito Centro, Fracc. San Mateo, 3 Recámaras, 3 Baños, Equipada! Ganela","MN 1,980,000",3 rec.,"3
					
						baños",152 m²
1620529010-18173,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-19.html,Casa Bonita en Venta en Bojai El Refugio Acabados de Primera,"MN 3,100,000",4 rec.,"3
					
						baños",135 m²
1620529507-19338,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-60.html,"Hermosa Residencia en Bio Grand, Roof Garden, 3 Recámaras, Estudio, Alberca.","MN 2,950,560",3 rec.,"3
					
						baños",157 m²
1620529636-19695,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-45.html,"Hermosa Casa en Juriquilla San Isidro, Jardín, Bar, 3 Recama","MN 2,002,000",3 rec.,"2
					
						baños",111 m²
1620529019-18197,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-18.html,"Estrena Residencia de Autor en El Refugio, Jardín, Estudio o 4ta Recámara, Lujo","MN 3,490,000",4 rec.,"4
					
						baños",190 m²
1620529499-19305,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-61.html,Se Vende Increible Casa en Juriquilla,"MN 3,550,000",4 rec.,"3
					
						baños",217 m²
